Gender;Age;Smoker_Status;Name;Company;TotalScore;WholeLifeScore;TermsScore;PremiumTerm_Years;AnnualPremium;Number_of_Covered_Major_Illnesses;Number_of_Covered_Early_Illnesses;Maximum_Payout;Waiting_Period;Issue_Age
Female;30;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 3,732;55;39;420.0%;90 Days;Age 0 to Age 55
Female;35;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,985;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 6,477;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 7,206;93;101;900.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 4,448;71;117;700.0%;60 Days;Age 0 to Age 50
Female;35;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 5,598;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;35;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 3,971;69;69;Not specified;60 Days;Age 0 to Age 55
Female;35;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 4,016;69;69;720.0%;60 Days;Age 0 to Age 55
Female;35;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 4,782;62;65;1152.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 4,394;62;65;1121.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 3,983;68;50;740.0%;60 Days;Age 0 to Age 55
Female;35;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 4,790;60;44;900.0%;90 Days;Age 0 to Age 60
Female;35;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 4,604;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;35;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 4,898;89;76;500.0%;60 Days;Age 0 to Age 50
Female;35;Non Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 4,962;56;61;860.0%;90 Days;Age 0 to Age 49
Female;35;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 5,487;93;101;800.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 4,658;60;44;680.0%;90 Days;Age 0 to Age 60
Female;35;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 3,816;71;117;500.0%;60 Days;Age 0 to Age 50
Female;35;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 4,305;71;127;700.0%;60 Days;Age 0 to Age 50
Female;35;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 4,374;58;44;900.0%;90 Days;Age 0 to Age 55
Female;35;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,977;60;63;500.0%;90 Days;Age 0 to Age 60
Female;35;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 4,180;69;83;500.0%;60 Days;Age 0 to Age 50
Female;35;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 5,024;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,435;60;30;700.0%;90 Days;Age 0 to Age 60
Female;35;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,036;56;71;900.0%;90 Days;Age 0 to Age 49
Female;35;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 4,635;64;62;950.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 3,853;65;56;500.0%;60 Days;Age 0 to Age 55
Female;35;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 4,537;88;88;420.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 4,297;60;44;500.0%;90 Days;Age 0 to Age 60
Female;35;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 4,253;63;62;900.0%;90 Days;Age 0 to Age 50
Female;35;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 5,240;62;54;900.0%;60 Days;Age 0 to Age 50
Female;35;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 4,712;58;44;900.0%;90 Days;Age 0 to Age 55
Female;35;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 5,064;62;54;500.0%;60 Days;Age 0 to Age 50
Female;35;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 4,361;62;45;500.0%;60 Days;Age 0 to Age 45
Female;35;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 3,941;53;3;500.0%;90 Days;Age 0 to Age 55
Female;35;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 4,596;55;39;600.0%;90 Days;Age 0 to Age 55
Female;35;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 4,278;55;39;420.0%;90 Days;Age 0 to Age 55
Female;40;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 7,125;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 7,737;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 8,551;93;101;900.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 5,409;71;117;700.0%;60 Days;Age 0 to Age 50
Female;40;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 6,780;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;40;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 4,742;69;69;Not specified;60 Days;Age 0 to Age 55
Female;40;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 5,126;69;69;720.0%;60 Days;Age 0 to Age 55
Female;40;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 5,796;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;40;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 5,351;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;40;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 4,880;68;50;740.0%;60 Days;Age 0 to Age 55
Female;40;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 5,650;60;44;900.0%;90 Days;Age 0 to Age 60
Female;40;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 5,408;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;40;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 5,661;89;76;500.0%;60 Days;Age 0 to Age 50
Female;40;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 6,484;93;101;800.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 5,393;60;44;680.0%;90 Days;Age 0 to Age 60
Female;40;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 4,647;71;117;500.0%;60 Days;Age 0 to Age 50
Female;40;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 5,209;71;127;700.0%;60 Days;Age 0 to Age 50
Female;40;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 5,139;58;44;900.0%;90 Days;Age 0 to Age 55
Female;40;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,762;60;63;500.0%;90 Days;Age 0 to Age 60
Female;40;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 5,058;69;83;500.0%;60 Days;Age 0 to Age 50
Female;40;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 5,825;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 6,317;60;30;700.0%;90 Days;Age 0 to Age 60
Female;40;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,882;56;71;900.0%;90 Days;Age 0 to Age 49
Female;40;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 5,223;64;62;950.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 4,477;65;56;500.0%;60 Days;Age 0 to Age 55
Female;40;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 5,275;88;88;420.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 4,984;60;44;500.0%;90 Days;Age 0 to Age 60
Female;40;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 5,172;63;62;900.0%;90 Days;Age 0 to Age 50
Female;40;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 6,290;62;54;900.0%;60 Days;Age 0 to Age 50
Female;40;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 5,648;58;44;900.0%;90 Days;Age 0 to Age 55
Female;40;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 6,084;62;54;500.0%;60 Days;Age 0 to Age 50
Female;40;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 4,901;62;45;500.0%;60 Days;Age 0 to Age 45
Female;40;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 4,620;53;3;500.0%;90 Days;Age 0 to Age 55
Female;40;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 4,319;55;39;600.0%;90 Days;Age 0 to Age 55
Female;40;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 5,094;55;39;420.0%;90 Days;Age 0 to Age 55
Female;45;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 8,355;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 9,105;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 9,919;93;101;900.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 6,260;71;117;700.0%;60 Days;Age 0 to Age 50
Female;45;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 7,956;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;45;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 6,731;69;69;Not specified;60 Days;Age 0 to Age 55
Female;45;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 6,693;69;69;720.0%;60 Days;Age 0 to Age 55
Female;45;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 6,770;62;65;1152.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 6,278;62;65;1121.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 5,558;68;50;740.0%;60 Days;Age 0 to Age 55
Female;45;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 6,541;60;44;900.0%;90 Days;Age 0 to Age 60
Female;45;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 6,339;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;45;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 6,693;89;76;500.0%;60 Days;Age 0 to Age 50
Female;45;Non Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 6,525;56;61;860.0%;90 Days;Age 0 to Age 49
Female;45;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 7,545;93;101;800.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 6,079;60;44;680.0%;90 Days;Age 0 to Age 60
Female;45;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 5,318;71;117;500.0%;60 Days;Age 0 to Age 50
Female;45;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 6,034;71;127;700.0%;60 Days;Age 0 to Age 50
Female;45;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 6,060;58;44;900.0%;90 Days;Age 0 to Age 55
Female;45;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,492;60;63;500.0%;90 Days;Age 0 to Age 60
Female;45;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 6,034;69;83;500.0%;60 Days;Age 0 to Age 50
Female;45;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 6,816;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 7,112;60;30;700.0%;90 Days;Age 0 to Age 60
Female;45;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 6,783;56;71;900.0%;90 Days;Age 0 to Age 49
Female;45;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 6,197;64;62;950.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 5,235;65;56;500.0%;60 Days;Age 0 to Age 55
Female;45;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 5,932;88;88;420.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 5,660;60;44;500.0%;90 Days;Age 0 to Age 60
Female;45;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 5,958;63;62;900.0%;90 Days;Age 0 to Age 50
Female;45;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 7,373;62;54;900.0%;60 Days;Age 0 to Age 50
Female;45;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 6,422;58;44;900.0%;90 Days;Age 0 to Age 55
Female;45;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 7,142;62;54;500.0%;60 Days;Age 0 to Age 50
Female;45;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 5,573;62;45;500.0%;60 Days;Age 0 to Age 45
Female;45;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 5,354;53;3;500.0%;90 Days;Age 0 to Age 55
Female;45;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 6,180;55;39;600.0%;90 Days;Age 0 to Age 55
Female;45;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 5,874;55;39;420.0%;90 Days;Age 0 to Age 55
